InvoiceNo,StockCode,Qty,InvoiceDate,CustomerID,Country
550137,84968,580,4/14/2011 13:59,12477,Germany
550137,84968,452,4/14/2011 13:59,12477,Germany
550137,21539,849,4/14/2011 13:59,12477,Germany
550137,21531,472,4/14/2011 13:59,12477,Germany
564856,23287,662,8/31/2011 9:11,12477,Germany
564856,20718,476,8/31/2011 9:11,12477,Germany
564856,21429,493,8/31/2011 9:11,12477,Germany
564856,22111,259,8/31/2011 9:11,12477,Germany
564856,21523,110,8/31/2011 9:11,12477,Germany
564856,21524,203,8/31/2011 9:11,12477,Germany
564856,22431,746,8/31/2011 9:11,12477,Germany
564856,21672,742,8/31/2011 9:11,12477,Germany
564856,21668,627,8/31/2011 9:11,12477,Germany
564856,21164,665,8/31/2011 9:11,12477,Germany
564856,22193,215,8/31/2011 9:11,12477,Germany
564856,22329,328,8/31/2011 9:11,12477,Germany
564856,22378,998,8/31/2011 9:11,12477,Germany
564856,21217,954,8/31/2011 9:11,12477,Germany
564856,22840,749,8/31/2011 9:11,12477,Germany
564856,21539,500,8/31/2011 9:11,12477,Germany
564856,84968,813,8/31/2011 9:11,12477,Germany
564856,84968,491,8/31/2011 9:11,12477,Germany
564856,84968,570,8/31/2011 9:11,12477,Germany
564856,84968,466,8/31/2011 9:11,12477,Germany
564856,22894,93,8/31/2011 9:11,12477,Germany
564856,21700,722,8/31/2011 9:11,12477,Germany
564856,23159,992,8/31/2011 9:11,12477,Germany
564856,23158,420,8/31/2011 9:11,12477,Germany
564856,22505,950,8/31/2011 9:11,12477,Germany
564856,22507,470,8/31/2011 9:11,12477,Germany
564856,23244,140,8/31/2011 9:11,12477,Germany
564856,22244,698,8/31/2011 9:11,12477,Germany
570002,48187,685,10/7/2011 9:16,12477,Germany
570002,21164,992,10/7/2011 9:16,12477,Germany
570002,22193,380,10/7/2011 9:16,12477,Germany
570002,22191,580,10/7/2011 9:16,12477,Germany
570002,21531,64,10/7/2011 9:16,12477,Germany
570002,21535,718,10/7/2011 9:16,12477,Germany
570002,22892,526,10/7/2011 9:16,12477,Germany
570002,21880,420,10/7/2011 9:16,12477,Germany
571227,22626,96,10/14/2011 13:54,12477,Germany
571227,23159,515,10/14/2011 13:54,12477,Germany
571227,48138,633,10/14/2011 13:54,12477,Germany
571227,21539,735,10/14/2011 13:54,12477,Germany
571227,21672,297,10/14/2011 13:54,12477,Germany
576910,22379,506,11/17/2011 9:51,12477,Germany
576910,21429,599,11/17/2011 9:51,12477,Germany
576910,22111,390,11/17/2011 9:51,12477,Germany
576910,21523,472,11/17/2011 9:51,12477,Germany
576910,21668,915,11/17/2011 9:51,12477,Germany
576910,22191,648,11/17/2011 9:51,12477,Germany
576910,22193,302,11/17/2011 9:51,12477,Germany
576910,21035,734,11/17/2011 9:51,12477,Germany
576910,22378,522,11/17/2011 9:51,12477,Germany
576910,21217,914,11/17/2011 9:51,12477,Germany
576910,22840,98,11/17/2011 9:51,12477,Germany
576910,22505,229,11/17/2011 9:51,12477,Germany
576910,21430,746,11/17/2011 9:51,12477,Germany
580752,20727,952,12/6/2011 9:56,12478,Greece
580752,22111,383,12/6/2011 9:56,12478,Greece
580752,22712,594,12/6/2011 9:56,12478,Greece
580752,22037,734,12/6/2011 9:56,12478,Greece
580752,22940,130,12/6/2011 9:56,12478,Greece
580752,22750,576,12/6/2011 9:56,12478,Greece
580752,22623,812,12/6/2011 9:56,12478,Greece
580752,21891,420,12/6/2011 9:56,12478,Greece
580752,22619,213,12/6/2011 9:56,12478,Greece
580752,23389,892,12/6/2011 9:56,12478,Greece
580752,23390,935,12/6/2011 9:56,12478,Greece
580752,22899,250,12/6/2011 9:56,12478,Greece
579152,21989,702,11/28/2011 13:26,12479,Germany
579152,21987,97,11/28/2011 13:26,12479,Germany
579152,22437,938,11/28/2011 13:26,12479,Germany
579152,22628,804,11/28/2011 13:26,12479,Germany
579152,21216,234,11/28/2011 13:26,12479,Germany
579152,21217,316,11/28/2011 13:26,12479,Germany
579152,21988,937,11/28/2011 13:26,12479,Germany
579152,22215,145,11/28/2011 13:26,12479,Germany
579152,22734,481,11/28/2011 13:26,12479,Germany
579152,20979,898,11/28/2011 13:26,12479,Germany
540480,21577,166,1/7/2011 15:27,12480,Germany
540480,21578,361,1/7/2011 15:27,12480,Germany
540480,22652,936,1/7/2011 15:27,12480,Germany
540480,22972,203,1/7/2011 15:27,12480,Germany
540480,22398,256,1/7/2011 15:27,12480,Germany
540480,84380,939,1/7/2011 15:27,12480,Germany
540480,21931,298,1/7/2011 15:27,12480,Germany
540480,22956,610,1/7/2011 15:27,12480,Germany
540480,21429,587,1/7/2011 15:27,12480,Germany
546851,22435,686,3/17/2011 13:23,12480,Germany
546851,21578,339,3/17/2011 13:23,12480,Germany
546851,21577,540,3/17/2011 13:23,12480,Germany
546851,22963,169,3/17/2011 13:23,12480,Germany
560569,22111,906,7/19/2011 14:04,12480,Germany
560569,16161,847,7/19/2011 14:04,12480,Germany
560569,21498,296,7/19/2011 14:04,12480,Germany
560569,21499,451,7/19/2011 14:04,12480,Germany
560569,22045,137,7/19/2011 14:04,12480,Germany
560569,23231,499,7/19/2011 14:04,12480,Germany
560569,22215,930,7/19/2011 14:04,12480,Germany
560569,21244,291,7/19/2011 14:04,12480,Germany
560569,21243,678,7/19/2011 14:04,12480,Germany
560569,23285,422,7/19/2011 14:04,12480,Germany
560569,23286,419,7/19/2011 14:04,12480,Germany
560569,21239,349,7/19/2011 14:04,12480,Germany
560569,21240,157,7/19/2011 14:04,12480,Germany
575896,23247,699,11/11/2011 14:52,12480,Germany
575896,22418,862,11/11/2011 14:52,12480,Germany
575896,23237,219,11/11/2011 14:52,12480,Germany
575896,23244,851,11/11/2011 14:52,12480,Germany
575896,23308,543,11/11/2011 14:52,12480,Germany
575896,23296,949,11/11/2011 14:52,12480,Germany
575896,22111,90,11/11/2011 14:52,12480,Germany
575896,16161,637,11/11/2011 14:52,12480,Germany
575896,23208,234,11/11/2011 14:52,12480,Germany
575896,22980,207,11/11/2011 14:52,12480,Germany
575896,21791,474,11/11/2011 14:52,12480,Germany
575896,23241,435,11/11/2011 14:52,12480,Germany
575896,22952,153,11/11/2011 14:52,12480,Germany
575896,22144,210,11/11/2011 14:52,12480,Germany
575896,22734,725,11/11/2011 14:52,12480,Germany
537892,22636,854,12/9/2010 10:13,12481,Germany
537892,21918,143,12/9/2010 10:13,12481,Germany
537892,21791,358,12/9/2010 10:13,12481,Germany
539636,22963,256,12/20/2010 15:15,12481,Germany
539636,21680,424,12/20/2010 15:15,12481,Germany
539636,22652,145,12/20/2010 15:15,12481,Germany
540414,21880,618,1/7/2011 10:32,12481,Germany
540414,21883,772,1/7/2011 10:32,12481,Germany
540414,22178,863,1/7/2011 10:32,12481,Germany
540414,22892,127,1/7/2011 10:32,12481,Germany
540414,22215,971,1/7/2011 10:32,12481,Germany
540414,22894,152,1/7/2011 10:32,12481,Germany
540414,21981,845,1/7/2011 10:32,12481,Germany
547925,22957,326,3/28/2011 13:57,12481,Germany
547925,22585,212,3/28/2011 13:57,12481,Germany
547925,22534,624,3/28/2011 13:57,12481,Germany
547925,22637,395,3/28/2011 13:57,12481,Germany
547925,22730,402,3/28/2011 13:57,12481,Germany
547925,22969,802,3/28/2011 13:57,12481,Germany
547925,22178,160,3/28/2011 13:57,12481,Germany
547926,22979,815,3/28/2011 13:59,12481,Germany
547926,22980,606,3/28/2011 13:59,12481,Germany
553731,22178,463,5/19/2011 8:26,12481,Germany
553731,22730,868,5/19/2011 8:26,12481,Germany
553731,22427,111,5/19/2011 8:26,12481,Germany
553731,22037,480,5/19/2011 8:26,12481,Germany
553731,22716,920,5/19/2011 8:26,12481,Germany
553731,20981,731,5/19/2011 8:26,12481,Germany
553731,23231,859,5/19/2011 8:26,12481,Germany
553731,23208,390,5/19/2011 8:26,12481,Germany
553731,23208,250,5/19/2011 8:26,12481,Germany
553732,23171,423,5/19/2011 8:27,12481,Germany
553732,23172,848,5/19/2011 8:27,12481,Germany
556517,23118,341,6/13/2011 10:52,12481,Germany
556517,84692,268,6/13/2011 10:52,12481,Germany
556517,23208,493,6/13/2011 10:52,12481,Germany
556517,22730,406,6/13/2011 10:52,12481,Germany
556517,23244,836,6/13/2011 10:52,12481,Germany
556517,22637,295,6/13/2011 10:52,12481,Germany
556517,23237,654,6/13/2011 10:52,12481,Germany
569563,23294,481,10/5/2011 9:46,12481,Germany
569563,23118,248,10/5/2011 9:46,12481,Germany
569563,22427,379,10/5/2011 9:46,12481,Germany
569563,22979,744,10/5/2011 9:46,12481,Germany
569563,22652,651,10/5/2011 9:46,12481,Germany
569563,22585,630,10/5/2011 9:46,12481,Germany
569563,23231,779,10/5/2011 9:46,12481,Germany
569563,22191,933,10/5/2011 9:46,12481,Germany
569563,22192,654,10/5/2011 9:46,12481,Germany
569563,23197,422,10/5/2011 9:46,12481,Germany
569563,23286,185,10/5/2011 9:46,12481,Germany
569563,23287,399,10/5/2011 9:46,12481,Germany
569563,23285,452,10/5/2011 9:46,12481,Germany
569563,23306,873,10/5/2011 9:46,12481,Germany
569563,23296,759,10/5/2011 9:46,12481,Germany
576893,23289,839,11/17/2011 8:29,12481,Germany
576893,23291,691,11/17/2011 8:29,12481,Germany
576893,84077,130,11/17/2011 8:29,12481,Germany
576893,22549,110,11/17/2011 8:29,12481,Germany
576893,23569,500,11/17/2011 8:29,12481,Germany
576893,22619,698,11/17/2011 8:29,12481,Germany
540040,22271,698,1/4/2011 14:20,12483,Sweden
540040,22749,627,1/4/2011 14:20,12483,Sweden
540040,22466,646,1/4/2011 14:20,12483,Sweden
540040,22378,901,1/4/2011 14:20,12483,Sweden
556194,22378,746,6/9/2011 12:20,12483,Sweden
556194,21452,665,6/9/2011 12:20,12483,Sweden
565287,22378,556,9/2/2011 11:42,12483,Sweden
565287,20981,524,9/2/2011 11:42,12483,Sweden
573333,22580,648,10/30/2011 11:34,12483,Sweden
573333,22578,558,10/30/2011 11:34,12483,Sweden
573333,22577,553,10/30/2011 11:34,12483,Sweden
573333,21888,675,10/30/2011 11:34,12483,Sweden
540469,21500,443,1/7/2011 14:04,12484,Spain
540469,22045,937,1/7/2011 14:04,12484,Spain
540469,22716,602,1/7/2011 14:04,12484,Spain
540469,22745,352,1/7/2011 14:04,12484,Spain
540469,22746,645,1/7/2011 14:04,12484,Spain
540469,21912,469,1/7/2011 14:04,12484,Spain
540469,22550,293,1/7/2011 14:04,12484,Spain
540469,22750,760,1/7/2011 14:04,12484,Spain
540469,22749,769,1/7/2011 14:04,12484,Spain
540469,48138,742,1/7/2011 14:04,12484,Spain
540469,22646,248,1/7/2011 14:04,12484,Spain
540469,22505,339,1/7/2011 14:04,12484,Spain
540469,22507,557,1/7/2011 14:04,12484,Spain
540469,22693,599,1/7/2011 14:04,12484,Spain
540469,20727,990,1/7/2011 14:04,12484,Spain
540469,22561,331,1/7/2011 14:04,12484,Spain
540469,22804,890,1/7/2011 14:04,12484,Spain
540469,22969,904,1/7/2011 14:04,12484,Spain
540469,22111,547,1/7/2011 14:04,12484,Spain
540469,22112,198,1/7/2011 14:04,12484,Spain
540469,21485,182,1/7/2011 14:04,12484,Spain
540469,51014,166,1/7/2011 14:04,12484,Spain
540469,51014,932,1/7/2011 14:04,12484,Spain
540469,22900,620,1/7/2011 14:04,12484,Spain
540469,22195,205,1/7/2011 14:04,12484,Spain
540469,22964,180,1/7/2011 14:04,12484,Spain
540469,22636,441,1/7/2011 14:04,12484,Spain
540469,84378,853,1/7/2011 14:04,12484,Spain
540469,84380,470,1/7/2011 14:04,12484,Spain
540469,21974,336,1/7/2011 14:04,12484,Spain
540469,84987,907,1/7/2011 14:04,12484,Spain
557007,23207,505,6/16/2011 11:30,12484,Spain
557007,47591,820,6/16/2011 11:30,12484,Spain
557007,21891,907,6/16/2011 11:30,12484,Spain
557007,21892,701,6/16/2011 11:30,12484,Spain
557007,22271,101,6/16/2011 11:30,12484,Spain
557007,22150,428,6/16/2011 11:30,12484,Spain
557007,21124,880,6/16/2011 11:30,12484,Spain
557007,22968,788,6/16/2011 11:30,12484,Spain
557007,22693,85,6/16/2011 11:30,12484,Spain
557007,84987,645,6/16/2011 11:30,12484,Spain
564734,21500,486,8/28/2011 13:32,12484,Spain
564734,21499,986,8/28/2011 13:32,12484,Spain
564734,22507,338,8/28/2011 13:32,12484,Spain
564734,22505,546,8/28/2011 13:32,12484,Spain
564734,22752,82,8/28/2011 13:32,12484,Spain
564734,22804,633,8/28/2011 13:32,12484,Spain
564734,23076,975,8/28/2011 13:32,12484,Spain
564734,84077,430,8/28/2011 13:32,12484,Spain
564734,22693,262,8/28/2011 13:32,12484,Spain
564734,20727,540,8/28/2011 13:32,12484,Spain
564734,22940,80,8/28/2011 13:32,12484,Spain
564734,21124,88,8/28/2011 13:32,12484,Spain
564734,22195,100,8/28/2011 13:32,12484,Spain
564734,84378,832,8/28/2011 13:32,12484,Spain
564734,84380,816,8/28/2011 13:32,12484,Spain
564734,22992,774,8/28/2011 13:32,12484,Spain
564734,51014,851,8/28/2011 13:32,12484,Spain
564734,51014,971,8/28/2011 13:32,12484,Spain
564734,22991,170,8/28/2011 13:32,12484,Spain
564734,84596,489,8/28/2011 13:32,12484,Spain
564734,84596,267,8/28/2011 13:32,12484,Spain
564734,84596,780,8/28/2011 13:32,12484,Spain
564734,21561,667,8/28/2011 13:32,12484,Spain
564734,47559,554,8/28/2011 13:32,12484,Spain
564734,47559,733,8/28/2011 13:32,12484,Spain
564734,84987,282,8/28/2011 13:32,12484,Spain
564734,23306,680,8/28/2011 13:32,12484,Spain
564734,47591,777,8/28/2011 13:32,12484,Spain
574550,22845,955,11/4/2011 15:18,12484,Spain
574550,23353,566,11/4/2011 15:18,12484,Spain
574550,23077,442,11/4/2011 15:18,12484,Spain
574550,22840,841,11/4/2011 15:18,12484,Spain
574550,22693,893,11/4/2011 15:18,12484,Spain
574550,22940,796,11/4/2011 15:18,12484,Spain
574550,22749,859,11/4/2011 15:18,12484,Spain
574550,23076,605,11/4/2011 15:18,12484,Spain
574550,22086,970,11/4/2011 15:18,12484,Spain
574550,23353,916,11/4/2011 15:18,12484,Spain
574550,22086,582,11/4/2011 15:18,12484,Spain
574550,22734,550,11/4/2011 15:18,12484,Spain
574550,23353,507,11/4/2011 15:18,12484,Spain
574550,23445,681,11/4/2011 15:18,12484,Spain
574550,22734,476,11/4/2011 15:18,12484,Spain
574550,22507,115,11/4/2011 15:18,12484,Spain
568137,22747,178,9/25/2011 10:34,12488,France
568137,22746,631,9/25/2011 10:34,12488,France
568137,22745,813,9/25/2011 10:34,12488,France
568137,21249,737,9/25/2011 10:34,12488,France
568137,23007,225,9/25/2011 10:34,12488,France
568137,22992,752,9/25/2011 10:34,12488,France
579529,22899,183,11/30/2011 8:50,12488,France
579529,47591,359,11/30/2011 8:50,12488,France
579529,20979,292,11/30/2011 8:50,12488,France
579529,22991,540,11/30/2011 8:50,12488,France
579529,22992,391,11/30/2011 8:50,12488,France
540463,21578,468,1/7/2011 13:13,12489,France
541120,21880,427,1/14/2011 9:13,12490,France
541120,22894,508,1/14/2011 9:13,12490,France
541120,22302,663,1/14/2011 9:13,12490,France
541120,22976,618,1/14/2011 9:13,12490,France
541120,22659,811,1/14/2011 9:13,12490,France
541120,22964,384,1/14/2011 9:13,12490,France
541120,84378,668,1/14/2011 9:13,12490,France
541120,22704,674,1/14/2011 9:13,12490,France
541120,22585,78,1/14/2011 9:13,12490,France
541120,22619,377,1/14/2011 9:13,12490,France
552325,21239,564,5/9/2011 9:47,12490,France
552325,22379,618,5/9/2011 9:47,12490,France
552325,22386,605,5/9/2011 9:47,12490,France
552325,22302,970,5/9/2011 9:47,12490,France
557489,23200,599,6/20/2011 14:58,12490,France
557489,23287,370,6/20/2011 14:58,12490,France
557489,22386,173,6/20/2011 14:58,12490,France
557489,20979,745,6/20/2011 14:58,12490,France
557489,20977,126,6/20/2011 14:58,12490,France
557489,22992,665,6/20/2011 14:58,12490,France
557489,23238,715,6/20/2011 14:58,12490,France
561029,22386,400,7/24/2011 11:25,12490,France
561029,23241,753,7/24/2011 11:25,12490,France
561029,22659,212,7/24/2011 11:25,12490,France
564912,22704,799,8/31/2011 12:33,12490,France
564912,23200,958,8/31/2011 12:33,12490,France
564912,22379,502,8/31/2011 12:33,12490,France
565854,22613,562,9/7/2011 13:22,12490,France
565854,20727,341,9/7/2011 13:22,12490,France
565854,23445,979,9/7/2011 13:22,12490,France
565854,23159,277,9/7/2011 13:22,12490,France
565854,21124,136,9/7/2011 13:22,12490,France
574068,22894,998,11/2/2011 14:51,12490,France
574068,23287,767,11/2/2011 14:51,12490,France
574068,22386,467,11/2/2011 14:51,12490,France
574068,23238,314,11/2/2011 14:51,12490,France
574068,22900,109,11/2/2011 14:51,12490,France
574068,22619,880,11/2/2011 14:51,12490,France
576222,21987,946,11/14/2011 13:02,12490,France
576222,21989,856,11/14/2011 13:02,12490,France
576222,21988,453,11/14/2011 13:02,12490,France
576222,22466,260,11/14/2011 13:02,12490,France
576222,21912,949,11/14/2011 13:02,12490,France
576222,23569,165,11/14/2011 13:02,12490,France
576222,23296,309,11/14/2011 13:02,12490,France
576222,22534,947,11/14/2011 13:02,12490,France
576222,22437,361,11/14/2011 13:02,12490,France
577856,23445,213,11/22/2011 11:19,12490,France
580536,22619,308,12/4/2011 16:07,12490,France
580536,23344,289,12/4/2011 16:07,12490,France
580536,22379,539,12/4/2011 16:07,12490,France
580536,22704,581,12/4/2011 16:07,12490,France
580536,22302,129,12/4/2011 16:07,12490,France
580536,21880,247,12/4/2011 16:07,12490,France
580536,22628,335,12/4/2011 16:07,12490,France
573868,21249,337,11/1/2011 12:18,12491,France
573868,23388,701,11/1/2011 12:18,12491,France
573868,22899,857,11/1/2011 12:18,12491,France
573868,23289,492,11/1/2011 12:18,12491,France
573868,23291,204,11/1/2011 12:18,12491,France
573868,23390,302,11/1/2011 12:18,12491,France
573868,23389,766,11/1/2011 12:18,12491,France
564666,21578,620,8/26/2011 14:51,12492,Germany
564666,22111,947,8/26/2011 14:51,12492,Germany
570189,22037,411,10/7/2011 15:15,12492,Germany
554826,22431,899,5/26/2011 14:53,12493,France
554826,22848,948,5/26/2011 14:53,12493,France
554826,22845,478,5/26/2011 14:53,12493,France
558124,21931,457,6/27/2011 10:17,12493,France
558124,23207,91,6/27/2011 10:17,12493,France
537967,22667,709,12/9/2010 11:31,12494,France
544200,21931,912,2/17/2011 10:08,12494,France
554940,21249,478,5/27/2011 13:49,12494,France
554940,21166,242,5/27/2011 13:49,12494,France
554940,22413,723,5/27/2011 13:49,12494,France
554940,21175,236,5/27/2011 13:49,12494,France
554940,21164,726,5/27/2011 13:49,12494,France
554940,21770,546,5/27/2011 13:49,12494,France
558699,23241,288,7/1/2011 12:17,12494,France
558699,23289,976,7/1/2011 12:17,12494,France
558699,23291,549,7/1/2011 12:17,12494,France
573402,23353,57,10/30/2011 15:44,12494,France
573402,21154,911,10/30/2011 15:44,12494,France
573402,23309,818,10/30/2011 15:44,12494,France
578348,84596,317,11/24/2011 9:34,12494,France
578348,84596,801,11/24/2011 9:34,12494,France
578348,22398,641,11/24/2011 9:34,12494,France
578348,21981,806,11/24/2011 9:34,12494,France
567298,16161,754,9/19/2011 12:29,12497,Germany
567298,21499,225,9/19/2011 12:29,12497,Germany
567298,21500,421,9/19/2011 12:29,12497,Germany
567298,21498,749,9/19/2011 12:29,12497,Germany
567298,21889,230,9/19/2011 12:29,12497,Germany
570881,21485,792,10/13/2011 9:30,12498,Germany
577299,23207,920,11/18/2011 12:52,12498,Germany
540553,22585,835,1/10/2011 9:48,12500,Germany
544281,22585,244,2/17/2011 12:23,12500,Germany
545557,22243,827,3/3/2011 15:30,12500,Germany
545557,22585,327,3/3/2011 15:30,12500,Germany
546919,22585,65,3/18/2011 9:55,12500,Germany
557972,23118,454,6/24/2011 10:16,12500,Germany
569727,22585,703,10/6/2011 9:37,12500,Germany
540458,20718,591,1/7/2011 12:28,12501,Germany
540458,20679,621,1/7/2011 12:28,12501,Germany
540458,22668,893,1/7/2011 12:28,12501,Germany
540458,22195,975,1/7/2011 12:28,12501,Germany
540458,21539,870,1/7/2011 12:28,12501,Germany
540458,22634,437,1/7/2011 12:28,12501,Germany
540458,22635,248,1/7/2011 12:28,12501,Germany
540458,22636,620,1/7/2011 12:28,12501,Germany
540458,21239,559,1/7/2011 12:28,12501,Germany
540458,21240,887,1/7/2011 12:28,12501,Germany
540458,21243,195,1/7/2011 12:28,12501,Germany
540458,21244,775,1/7/2011 12:28,12501,Germany
540458,20674,865,1/7/2011 12:28,12501,Germany
540458,20675,762,1/7/2011 12:28,12501,Germany
540458,20677,865,1/7/2011 12:28,12501,Germany
540458,21981,129,1/7/2011 12:28,12501,Germany
540458,21980,500,1/7/2011 12:28,12501,Germany
540458,20977,483,1/7/2011 12:28,12501,Germany
540458,20979,385,1/7/2011 12:28,12501,Germany
540458,21430,95,1/7/2011 12:28,12501,Germany
540458,21429,938,1/7/2011 12:28,12501,Germany
540458,22378,492,1/7/2011 12:28,12501,Germany
540458,22652,795,1/7/2011 12:28,12501,Germany
540458,22968,199,1/7/2011 12:28,12501,Germany
540458,21217,580,1/7/2011 12:28,12501,Germany
540458,20727,659,1/7/2011 12:28,12501,Germany
540458,22329,222,1/7/2011 12:28,12501,Germany
540458,22628,409,1/7/2011 12:28,12501,Germany
540458,21154,854,1/7/2011 12:28,12501,Germany
540458,21216,401,1/7/2011 12:28,12501,Germany
540458,21987,472,1/7/2011 12:28,12501,Germany
540458,21988,443,1/7/2011 12:28,12501,Germany
540458,21989,806,1/7/2011 12:28,12501,Germany
540458,22892,758,1/7/2011 12:28,12501,Germany
540458,84692,742,1/7/2011 12:28,12501,Germany
540458,84596,83,1/7/2011 12:28,12501,Germany
540458,84596,447,1/7/2011 12:28,12501,Germany
540458,22505,227,1/7/2011 12:28,12501,Germany
540458,22507,330,1/7/2011 12:28,12501,Germany
540458,21498,278,1/7/2011 12:28,12501,Germany
540458,21499,986,1/7/2011 12:28,12501,Germany
540458,21500,102,1/7/2011 12:28,12501,Germany
540458,22704,465,1/7/2011 12:28,12501,Germany
540458,21918,275,1/7/2011 12:28,12501,Germany
540458,22745,592,1/7/2011 12:28,12501,Germany
540458,22746,471,1/7/2011 12:28,12501,Germany
540458,22747,146,1/7/2011 12:28,12501,Germany
540458,21880,397,1/7/2011 12:28,12501,Germany
540458,21883,692,1/7/2011 12:28,12501,Germany
543055,22215,157,2/3/2011 10:41,12502,Spain
543055,22427,410,2/3/2011 10:41,12502,Spain
543055,22567,895,2/3/2011 10:41,12502,Spain
543055,21523,895,2/3/2011 10:41,12502,Spain
543055,48184,664,2/3/2011 10:41,12502,Spain
543055,22195,165,2/3/2011 10:41,12502,Spain
546755,22725,246,3/16/2011 13:29,12502,Spain
546755,22968,793,3/16/2011 13:29,12502,Spain
546755,21523,365,3/16/2011 13:29,12502,Spain
546755,21524,591,3/16/2011 13:29,12502,Spain
546755,22692,493,3/16/2011 13:29,12502,Spain
546755,22178,513,3/16/2011 13:29,12502,Spain
546755,21577,902,3/16/2011 13:29,12502,Spain
546755,22626,71,3/16/2011 13:29,12502,Spain
552040,21523,752,5/6/2011 8:19,12502,Spain
552040,21524,719,5/6/2011 8:19,12502,Spain
552040,48187,261,5/6/2011 8:19,12502,Spain
552040,22692,285,5/6/2011 8:19,12502,Spain
552040,22968,870,5/6/2011 8:19,12502,Spain
562273,22178,225,8/4/2011 9:55,12502,Spain
562273,20679,399,8/4/2011 9:55,12502,Spain
562273,21770,595,8/4/2011 9:55,12502,Spain
562273,22215,871,8/4/2011 9:55,12502,Spain
565519,21524,162,9/5/2011 11:52,12502,Spain
565519,22692,784,9/5/2011 11:52,12502,Spain
565519,48187,341,9/5/2011 11:52,12502,Spain
565519,23118,362,9/5/2011 11:52,12502,Spain
565519,22195,268,9/5/2011 11:52,12502,Spain
565519,22725,323,9/5/2011 11:52,12502,Spain
565519,21429,461,9/5/2011 11:52,12502,Spain
565519,22215,516,9/5/2011 11:52,12502,Spain
575352,22776,784,11/9/2011 14:56,12504,Germany
575352,21124,782,11/9/2011 14:56,12504,Germany
577776,22776,366,11/21/2011 16:02,12504,Germany
550821,22840,826,4/21/2011 8:54,12506,France
550821,22432,149,4/21/2011 8:54,12506,France
550821,22963,384,4/21/2011 8:54,12506,France
550821,22978,625,4/21/2011 8:54,12506,France
550821,84378,819,4/21/2011 8:54,12506,France
550821,84988,966,4/21/2011 8:54,12506,France
550821,84987,139,4/21/2011 8:54,12506,France
550821,21974,940,4/21/2011 8:54,12506,France
543822,22585,395,2/14/2011 9:24,12507,Spain
543822,84380,163,2/14/2011 9:24,12507,Spain
543822,84378,732,2/14/2011 9:24,12507,Spain
543822,22956,410,2/14/2011 9:24,12507,Spain
561669,23297,505,7/28/2011 17:09,12507,Spain
561669,23294,557,7/28/2011 17:09,12507,Spain
561669,23296,296,7/28/2011 17:09,12507,Spain
575692,21452,344,11/10/2011 16:27,12508,France
575692,21485,362,11/10/2011 16:27,12508,France
575692,21891,861,11/10/2011 16:27,12508,France
575692,22086,993,11/10/2011 16:27,12508,France
575692,22577,819,11/10/2011 16:27,12508,France
575692,22578,714,11/10/2011 16:27,12508,France
575692,22577,560,11/10/2011 16:27,12508,France
575692,22619,776,11/10/2011 16:27,12508,France
575692,22144,251,11/10/2011 16:27,12508,France
575692,22150,621,11/10/2011 16:27,12508,France
575692,22578,666,11/10/2011 16:27,12508,France
576064,22619,879,11/13/2011 15:37,12508,France
576064,22544,109,11/13/2011 15:37,12508,France
576064,22507,423,11/13/2011 15:37,12508,France
576064,21429,958,11/13/2011 15:37,12508,France
545181,20723,60,2/28/2011 14:45,12509,France
545181,22752,831,2/28/2011 14:45,12509,France
541491,22652,173,1/18/2011 14:04,12510,Spain
541491,22972,710,1/18/2011 14:04,12510,Spain
541491,22432,391,1/18/2011 14:04,12510,Spain
541491,21791,239,1/18/2011 14:04,12510,Spain
541491,21892,968,1/18/2011 14:04,12510,Spain
541491,21889,132,1/18/2011 14:04,12510,Spain
569527,22628,846,10/4/2011 14:53,12512,Israel
569527,21671,191,10/4/2011 14:53,12512,Israel
569527,21672,377,10/4/2011 14:53,12512,Israel
569527,22759,466,10/4/2011 14:53,12512,Israel
569527,22759,697,10/4/2011 14:53,12512,Israel
569527,21429,235,10/4/2011 14:53,12512,Israel
569527,16161,409,10/4/2011 14:53,12512,Israel
563753,16161,500,8/19/2011 10:51,12513,France
563753,21500,954,8/19/2011 10:51,12513,France
563753,21987,937,8/19/2011 10:51,12513,France
563753,21988,388,8/19/2011 10:51,12513,France
563753,22437,363,8/19/2011 10:51,12513,France
563753,22435,400,8/19/2011 10:51,12513,France
563753,20727,314,8/19/2011 10:51,12513,France
563753,21989,503,8/19/2011 10:51,12513,France
546875,22859,558,3/17/2011 16:38,12514,Italy
546875,22635,808,3/17/2011 16:38,12514,Italy
546875,22634,288,3/17/2011 16:38,12514,Italy
546875,21430,55,3/17/2011 16:38,12514,Italy
546875,20723,203,3/17/2011 16:38,12514,Italy
546875,22659,156,3/17/2011 16:38,12514,Italy
546875,23176,904,3/17/2011 16:38,12514,Italy
546875,22561,855,3/17/2011 16:38,12514,Italy
546875,21700,276,3/17/2011 16:38,12514,Italy
539752,22215,656,12/21/2010 15:43,12515,Italy
539752,22969,271,12/21/2010 15:43,12515,Italy
556469,22411,155,6/12/2011 11:37,12516,Germany
556469,22386,522,6/12/2011 11:37,12516,Germany
556469,21791,363,6/12/2011 11:37,12516,Germany
567959,22952,895,9/23/2011 9:13,12516,Germany
567959,23205,643,9/23/2011 9:13,12516,Germany
567959,22411,493,9/23/2011 9:13,12516,Germany
